zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
23482,84,A & N Electric Coop,VA,Bundled,Cooperative,0.11647814194984007,0.09706420462118183,0.13021379621427445
23483,84,A & N Electric Coop,VA,Bundled,Cooperative,0.11647814194984007,0.09706420462118183,0.13021379621427445
23429,84,A & N Electric Coop,VA,Bundled,Cooperative,0.11647814194984007,0.09706420462118183,0.13021379621427445
23422,84,A & N Electric Coop,VA,Bundled,Cooperative,0.11647814194984007,0.09706420462118183,0.13021379621427445
23389,84,A & N Electric Coop,VA,Bundled,Cooperative,0.11647814194984007,0.09706420462118183,0.13021379621427445
23412,84,A & N Electric Coop,VA,Bundled,Cooperative,0.11647814194984007,0.09706420462118183,0.13021379621427445
23419,84,A & N Electric Coop,VA,Bundled,Cooperative,0.11647814194984007,0.09706420462118183,0.13021379621427445
23440,84,A & N Electric Coop,VA,Bundled,Cooperative,0.11647814194984007,0.09706420462118183,0.13021379621427445
23441,84,A & N Electric Coop,VA,Bundled,Cooperative,0.11647814194984007,0.09706420462118183,0.13021379621427445
23398,84,A & N Electric Coop,VA,Bundled,Cooperative,0.11647814194984007,0.09706420462118183,0.13021379621427445
23399,84,A & N Electric Coop,VA,Bundled,Cooperative,0.11647814194984007,0.09706420462118183,0.13021379621427445
23396,84,A & N Electric Coop,VA,Bundled,Cooperative,0.11647814194984007,0.09706420462118183,0.13021379621427445
23345,84,A & N Electric Coop,VA,Bundled,Cooperative,0.11647814194984007,0.09706420462118183,0.13021379621427445
23347,84,A & N Electric Coop,VA,Bundled,Cooperative,0.11647814194984007,0.09706420462118183,0.13021379621427445
54930,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12934974017696055,0.09159245070235666,0.17633168236532287
54968,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12934974017696055,0.09159245070235666,0.17633168236532287
54457,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12934974017696055,0.09159245070235666,0.17633168236532287
54909,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12934974017696055,0.09159245070235666,0.17633168236532287
53932,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12934974017696055,0.09159245070235666,0.17633168236532287
